SERIALNO,NP,TYPE,ACR,BDSP,BLD,ELEP,FULP,GASP,HFL,RMSP,TEN,VALP,YBL,R18,R60
18823,6,1,House on less than one acre,3,One-family house detached,130,500,3,Electricity,6,Owned with mortgage or loan,530000,1939 or earlier,none,none
19054,1,1,House on less than one acre,3,One-family house detached,90,400,3,"Fuel oil, kerosene, etc.",7,Owned free and clear,375000,1939 or earlier,none,1 or more
19058,3,1,NA,2,5-9 Apartments,90,2,3,Electricity,4,Rented,NA,1970 to 1979,1 or more,none
19477,2,1,House on less than one acre,2,One-family house detached,80,2,3,Electricity,6,Rented,NA,1990 to 1999,none,1 or more
19516,3,1,House on less than one acre,3,One-family house detached,160,2,3,Utility gas,6,Owned with mortgage or loan,100000,1950 to 1959,none,none
19786,5,1,House on less than one acre,5,Mobile home or trailer,150,2,3,Electricity,7,Rented,NA,1970 to 1979,none,none
19810,1,1,House on less than one acre,2,One-family house detached,140,2,3,Electricity,5,Owned free and clear,150000,1960 to 1969,none,1 or more
19866,1,1,House on less than one acre,3,One-family house detached,50,2,140,Utility gas,8,Owned free and clear,200000,1970 to 1979,none,1 or more
19946,3,1,NA,2,50 or more apartments,90,2,3,Electricity,4,Rented,NA,1990 to 1999,none,none
20272,2,1,House on less than one acre,2,One-family house attached,210,2,3,Electricity,5,Rented,NA,1970 to 1979,none,1 or more
20422,2,1,House on less than one acre,3,One-family house detached,100,2,40,Utility gas,8,Owned with mortgage or loan,550000,1939 or earlier,none,none
20528,1,1,NA,1,2 Apartments,30,2,20,Utility gas,3,Rented,NA,1939 or earlier,none,none
20552,2,1,House on ten or more acres,4,One-family house detached,100,2,3,Wood,7,Owned with mortgage or loan,300000,1970 to 1979,none,1 or more
20631,1,1,House on less than one acre,5,One-family house detached,50,2,60,Utility gas,10,Rented,NA,2005,none,1 or more
20716,1,1,NA,2,10-19 Apartments,40,2,3,Electricity,4,Rented,NA,1980 to 1989,none,none
20722,1,1,House on less than one acre,3,One-family house detached,50,1200,3,"Fuel oil, kerosene, etc.",9,Owned free and clear,350000,1940 to 1949,none,1 or more
20755,3,1,House on less than one acre,3,One-family house detached,90,600,20,Wood,7,Owned with mortgage or loan,300000,1970 to 1979,1 or more,1 or more
20787,3,1,NA,1,50 or more apartments,80,2,3,Electricity,3,Rented,NA,2000 to 2004,1 or more,none
20911,2,1,House on less than one acre,3,One-family house detached,100,2,100,Utility gas,7,Owned with mortgage or loan,240000,1960 to 1969,none,1 or more
20935,2,1,House on one to less than ten acres,3,One-family house detached,200,1000,3,Electricity,8,Owned with mortgage or loan,500000,2007,none,1 or more
21336,1,1,NA,0,3-4 Apartments,50,2,3,Electricity,1,Rented,NA,1939 or earlier,none,1 or more
21347,5,1,House on less than one acre,4,One-family house detached,100,2,40,Utility gas,5,Owned with mortgage or loan,205000,2005,1 or more,none
21463,1,1,House on less than one acre,3,One-family house detached,40,2,160,Utility gas,4,Owned with mortgage or loan,180000,1970 to 1979,none,none
21644,1,1,House on less than one acre,3,One-family house detached,70,2,20,Utility gas,6,Owned with mortgage or loan,300000,1970 to 1979,none,1 or more
21673,1,1,House on less than one acre,2,One-family house detached,100,2,3,Electricity,3,Owned with mortgage or loan,130000,1980 to 1989,none,none
21888,1,1,House on one to less than ten acres,3,One-family house detached,30,2,3,Wood,5,Owned free and clear,160000,1990 to 1999,none,1 or more
21889,2,1,House on less than one acre,3,One-family house detached,80,2,100,Utility gas,6,Owned with mortgage or loan,340000,1980 to 1989,none,none
21947,1,1,House on ten or more acres,2,One-family house detached,150,180,3,Electricity,5,Owned free and clear,180000,1970 to 1979,none,1 or more
22052,1,1,House on less than one acre,1,One-family house detached,40,2,80,Utility gas,5,Rented,NA,1960 to 1969,none,1 or more
22056,5,1,House on less than one acre,4,One-family house detached,150,2,3,Wood,7,Owned with mortgage or loan,180000,1980 to 1989,1 or more,none
22134,1,1,NA,1,5-9 Apartments,40,1,3,Electricity,5,Owned with mortgage or loan,80000,1970 to 1979,none,1 or more
22278,3,1,House on one to less than ten acres,3,One-family house detached,110,200,20,Utility gas,9,Owned free and clear,350000,1939 or earlier,1 or more,1 or more
22438,3,1,House on one to less than ten acres,3,One-family house detached,100,2,3,Electricity,6,Owned with mortgage or loan,345000,1970 to 1979,none,1 or more
22503,1,1,House on less than one acre,2,Mobile home or trailer,170,2,3,Electricity,4,Owned free and clear,7000,1970 to 1979,none,none
22504,2,1,House on one to less than ten acres,3,One-family house detached,200,2,3,Electricity,5,Owned free and clear,350000,1940 to 1949,none,1 or more
22721,2,1,NA,2,50 or more apartments,100,2,3,Electricity,5,Rented,NA,1990 to 1999,none,1 or more
22740,5,1,House on less than one acre,2,Mobile home or trailer,140,1000,3,Wood,5,Rented,NA,1980 to 1989,1 or more,none
22747,1,1,House on one to less than ten acres,3,One-family house detached,80,2,3,Electricity,7,Owned free and clear,200000,1950 to 1959,none,1 or more
22785,6,1,House on less than one acre,3,One-family house detached,130,400,3,Wood,4,Rented,NA,1960 to 1969,1 or more,none
23125,1,1,NA,2,5-9 Apartments,50,2,3,Electricity,5,Rented,NA,1980 to 1989,none,1 or more
23247,2,1,House on less than one acre,3,One-family house detached,60,2,50,Utility gas,5,Owned with mortgage or loan,235000,1960 to 1969,none,none
23266,2,1,House on less than one acre,3,One-family house detached,90,2,3,Electricity,6,Owned free and clear,68000,1950 to 1959,none,1 or more
23368,1,1,House on less than one acre,3,One-family house detached,100,2,3,Electricity,12,Owned free and clear,100000,1990 to 1999,none,none
23387,1,1,House on less than one acre,4,Mobile home or trailer,100,2,3,Electricity,6,Owned free and clear,40000,2000 to 2004,none,none
23503,2,1,House on less than one acre,4,One-family house detached,90,2,100,Utility gas,9,Owned with mortgage or loan,775000,1980 to 1989,none,1 or more
23620,7,1,House on less than one acre,4,One-family house detached,220,2,4,Utility gas,12,Owned with mortgage or loan,90000,1940 to 1949,1 or more,none
23954,2,1,House on one to less than ten acres,2,One-family house detached,130,2,3,Wood,4,Rented,NA,1939 or earlier,none,none
24025,2,1,House on less than one acre,4,One-family house detached,100,2,50,Utility gas,7,Rented,NA,1940 to 1949,none,none
24068,2,1,NA,1,5-9 Apartments,160,2,3,Electricity,5,Rented,NA,1980 to 1989,none,none
24168,2,1,House on less than one acre,3,One-family house detached,70,1400,3,"Fuel oil, kerosene, etc.",7,Owned with mortgage or loan,400000,1939 or earlier,none,1 or more
24191,2,1,House on less than one acre,3,Mobile home or trailer,100,2,3,Wood,6,Rented,NA,1990 to 1999,none,none
24215,5,1,House on less than one acre,4,One-family house detached,130,2,50,Utility gas,12,Owned with mortgage or loan,385000,2000 to 2004,1 or more,none
24231,2,1,NA,2,5-9 Apartments,90,2,3,Electricity,5,Rented,NA,1960 to 1969,none,none
24491,3,1,House on less than one acre,3,One-family house detached,110,400,40,Utility gas,8,Owned with mortgage or loan,170000,1950 to 1959,1 or more,none
24512,2,1,House on less than one acre,2,Mobile home or trailer,70,2,3,Electricity,4,Owned free and clear,90000,1970 to 1979,none,1 or more
24592,1,1,House on less than one acre,2,Mobile home or trailer,40,2,50,Utility gas,4,Owned free and clear,3000,1970 to 1979,none,1 or more
24636,2,1,House on ten or more acres,2,One-family house detached,240,2,3,Wood,5,Owned free and clear,175000,1939 or earlier,none,1 or more
24728,2,1,House on one to less than ten acres,4,One-family house detached,100,1300,3,Wood,8,Owned free and clear,450000,2000 to 2004,none,1 or more
24917,2,1,House on one to less than ten acres,3,Mobile home or trailer,100,2,4,Electricity,6,Owned free and clear,120000,1980 to 1989,none,1 or more
24929,2,1,House on less than one acre,2,Mobile home or trailer,200,2,3,Electricity,5,Rented,NA,1970 to 1979,none,none
24942,6,1,House on less than one acre,4,One-family house detached,230,2,200,Utility gas,5,Owned with mortgage or loan,180000,1940 to 1949,1 or more,1 or more
25046,3,1,House on less than one acre,4,One-family house detached,100,2,220,Utility gas,12,Owned with mortgage or loan,440000,2007,1 or more,none
25192,4,1,House on less than one acre,5,One-family house detached,130,2,10,Electricity,8,Owned with mortgage or loan,298000,1970 to 1979,1 or more,none
25242,2,1,NA,2,5-9 Apartments,50,2,3,Electricity,5,Rented,NA,1980 to 1989,none,none
25353,1,1,NA,1,20-49 Apartments,20,2,3,Electricity,3,Rented,NA,1990 to 1999,none,1 or more
25439,2,1,House on less than one acre,2,One-family house detached,40,2,60,Utility gas,5,Owned free and clear,250000,1950 to 1959,none,1 or more
25496,1,1,House on less than one acre,2,Mobile home or trailer,80,2,3,Electricity,4,Owned free and clear,4500,1980 to 1989,none,1 or more
25573,5,1,House on less than one acre,4,One-family house detached,150,2,20,Utility gas,7,Owned with mortgage or loan,400000,1950 to 1959,1 or more,none
25582,2,1,House on less than one acre,4,One-family house detached,100,2,100,Electricity,7,Owned with mortgage or loan,420000,2011,none,none
25610,6,1,NA,3,5-9 Apartments,120,2,3,Electricity,5,Rented,NA,1990 to 1999,1 or more,none
25663,1,1,House on one to less than ten acres,3,One-family house detached,190,2,3,Electricity,7,Owned free and clear,350000,2000 to 2004,none,1 or more
25712,2,1,House on less than one acre,3,One-family house detached,60,2,30,Utility gas,8,Owned with mortgage or loan,315000,1990 to 1999,none,1 or more
25810,1,1,House on less than one acre,3,One-family house detached,290,2,60,Utility gas,8,Owned with mortgage or loan,400000,1990 to 1999,none,1 or more
25947,4,1,House on less than one acre,3,One-family house detached,190,2,60,Utility gas,7,Owned with mortgage or loan,240000,1980 to 1989,1 or more,none
26149,1,1,House on less than one acre,3,One-family house detached,40,2,20,Utility gas,7,Owned free and clear,485000,1939 or earlier,none,1 or more
26311,2,1,House on less than one acre,3,One-family house detached,60,450,3,Electricity,6,Owned free and clear,220000,1970 to 1979,none,1 or more
26363,3,1,House on less than one acre,3,One-family house detached,80,2,80,Utility gas,7,Owned with mortgage or loan,550000,1939 or earlier,none,1 or more
26423,3,1,House on less than one acre,3,One-family house detached,60,2,10,Utility gas,6,Owned with mortgage or loan,430000,1939 or earlier,1 or more,none
26446,1,1,NA,1,3-4 Apartments,40,2,3,Electricity,3,Rented,NA,1960 to 1969,none,none
26516,2,1,House on less than one acre,3,Mobile home or trailer,120,2,3,Electricity,5,Owned free and clear,28000,1960 to 1969,none,1 or more
26562,2,1,House on less than one acre,3,One-family house detached,60,2,60,Utility gas,7,Owned free and clear,175000,1939 or earlier,none,1 or more
26657,1,1,House on less than one acre,2,One-family house detached,50,2,50,Electricity,6,Owned with mortgage or loan,500000,1939 or earlier,none,none
26664,2,1,House on less than one acre,5,One-family house detached,410,2,3,Electricity,11,Owned free and clear,190000,1960 to 1969,none,1 or more
26731,3,1,House on one to less than ten acres,4,One-family house detached,250,1000,3,Wood,12,Owned free and clear,350000,1990 to 1999,none,1 or more
26930,4,1,House on less than one acre,3,One-family house detached,350,1200,350,Electricity,7,Owned with mortgage or loan,280000,2000 to 2004,1 or more,none
26977,3,1,House on less than one acre,3,One-family house detached,60,2,3,Electricity,6,Rented,NA,1970 to 1979,1 or more,none
27219,6,1,House on less than one acre,4,One-family house detached,110,2,80,Electricity,8,Rented,NA,1990 to 1999,1 or more,none
27349,2,1,House on less than one acre,2,Mobile home or trailer,140,2,20,Wood,4,Owned free and clear,5000,1970 to 1979,none,1 or more
27440,1,1,NA,3,5-9 Apartments,60,2,3,Electricity,6,Rented,NA,1970 to 1979,none,1 or more
27443,2,1,House on one to less than ten acres,3,One-family house detached,240,2,100,"Bottled, tank, or LP gas",10,Owned with mortgage or loan,700000,1990 to 1999,none,1 or more
27510,1,1,House on less than one acre,3,One-family house detached,60,930,50,"Fuel oil, kerosene, etc.",7,Owned free and clear,300000,1950 to 1959,none,1 or more
27544,2,1,House on one to less than ten acres,2,One-family house attached,70,2,3,Electricity,6,Owned with mortgage or loan,160000,1970 to 1979,none,1 or more
27548,2,1,House on less than one acre,4,One-family house detached,60,2,40,Utility gas,7,Owned with mortgage or loan,215000,2000 to 2004,none,1 or more
27569,2,1,House on less than one acre,3,One-family house detached,20,2,100,Utility gas,8,Owned free and clear,400000,2000 to 2004,none,1 or more
27661,2,1,House on less than one acre,3,One-family house detached,40,2,20,Utility gas,5,Owned with mortgage or loan,250000,2000 to 2004,none,none
27697,2,1,House on less than one acre,3,One-family house detached,110,150,3,Wood,5,Owned free and clear,200000,1970 to 1979,none,1 or more
27789,5,1,House on less than one acre,4,One-family house detached,190,2,3,Electricity,7,Rented,NA,1970 to 1979,1 or more,none
27885,3,1,House on one to less than ten acres,3,One-family house detached,130,450,3,Electricity,9,Owned free and clear,300000,1960 to 1969,none,1 or more
27888,2,1,NA,1,10-19 Apartments,40,2,3,Electricity,3,Rented,NA,1970 to 1979,none,1 or more
28120,1,1,House on less than one acre,2,Mobile home or trailer,150,2,3,Electricity,6,Owned free and clear,1500,1940 to 1949,none,1 or more
28128,3,1,House on less than one acre,4,One-family house detached,110,2,30,Utility gas,5,Rented,NA,1990 to 1999,none,none
28210,2,1,House on less than one acre,3,One-family house detached,80,2,30,Electricity,6,Rented,NA,1940 to 1949,none,1 or more
28269,2,1,NA,2,5-9 Apartments,70,2,3,Electricity,6,Rented,NA,1960 to 1969,none,none
28271,3,1,House on less than one acre,3,One-family house detached,90,2,100,Utility gas,6,Owned with mortgage or loan,175000,1970 to 1979,none,none
28283,3,1,House on less than one acre,2,One-family house detached,140,600,60,Utility gas,5,Owned free and clear,100000,1939 or earlier,none,1 or more
28310,5,1,House on less than one acre,3,One-family house detached,130,100,3,Wood,8,Owned free and clear,140000,1939 or earlier,none,1 or more
28330,5,1,House on less than one acre,4,One-family house detached,90,2,30,Utility gas,7,Owned with mortgage or loan,200000,1939 or earlier,1 or more,none
28347,2,1,House on less than one acre,4,One-family house detached,110,2,40,Utility gas,8,Owned free and clear,500000,2008,none,1 or more
28797,3,1,House on less than one acre,3,One-family house detached,40,2,70,Electricity,5,Owned with mortgage or loan,210000,2014,1 or more,none
28901,3,1,House on less than one acre,3,One-family house detached,100,2,3,Electricity,5,Rented,NA,1939 or earlier,none,none
28951,2,1,House on less than one acre,2,One-family house detached,90,30,20,Wood,6,Owned free and clear,200000,1940 to 1949,none,1 or more
29035,2,1,NA,2,10-19 Apartments,110,2,30,Electricity,4,Rented,NA,1990 to 1999,none,none
29174,4,1,House on less than one acre,3,One-family house detached,90,2,40,Utility gas,6,Rented,NA,1939 or earlier,1 or more,none
29557,2,1,House on one to less than ten acres,3,One-family house detached,210,300,3,Electricity,6,Owned with mortgage or loan,320000,1990 to 1999,none,1 or more
